lease_id,property_id,market,property_class,unit_type,unit_sqft,tenure_months,lease_start_date,current_rent,market_rent,rent_increase_offered_pct,concession_months,maintenance_requests_count,maintenance_avg_response_days,feedback_theme,feedback_sentiment,feedback_text,renewed
L00620,PR020,Phoenix,B,Studio,468.0,15.3,2024-09-23,864.0,951.0,10.08,0,1,1.01,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00621,PR020,Phoenix,B,2BR,976.0,5.8,2025-07-09,1592.0,1547.0,-2.82,2,3,1.86,Cleanliness,negative,Common areas are not kept clean.,1
L00622,PR020,Phoenix,B,2BR,990.0,1.0,2025-12-01,1692.0,1793.0,5.97,0,1,0.31,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00623,PR020,Phoenix,B,Studio,512.0,12.1,2024-12-28,889.0,922.0,3.67,1,2,1.67,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00624,PR020,Phoenix,B,Studio,546.0,17.8,2024-07-09,918.0,918.0,0.05,2,2,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00625,PR020,Phoenix,B,2BR,1132.0,1.4,2025-11-20,2081.0,2082.0,0.02,1,0,0.82,Cleanliness,positive,Property is always clean and well-maintained.,1
L00626,PR020,Phoenix,B,2BR,1123.0,14.1,2024-10-31,1769.0,1860.0,5.14,1,1,0.35,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00627,PR020,Phoenix,B,1BR,731.0,4.7,2025-08-11,1371.0,1469.0,7.15,1,0,0.52,Cleanliness,positive,Property is always clean and well-maintained.,1
L00628,PR020,Phoenix,B,2BR,1142.0,20.2,2024-04-27,2019.0,2106.0,4.32,0,1,0.87,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00629,PR020,Phoenix,B,1BR,715.0,10.9,2025-02-05,1198.0,1251.0,4.47,2,1,2.11,Lighting,negative,Common area lighting could be improved.,1
L00630,PR021,Austin,A,2BR,1095.0,33.1,2023-04-01,1945.0,2025.0,4.14,0,2,2.08,Lighting,negative,Common area lighting could be improved.,1
L00631,PR021,Austin,A,2BR,1075.0,1.0,2025-12-02,2119.0,2209.0,4.25,2,2,0.84,Noise,negative,Thin walls make it hard to get any quiet.,1
L00632,PR021,Austin,A,1BR,759.0,7.9,2025-05-06,1360.0,1407.0,3.47,0,1,1.69,Lighting,negative,Parking lot lighting is poor at night.,1
L00633,PR021,Austin,A,1BR,778.0,1.0,2025-12-02,1547.0,1703.0,10.09,0,4,1.52,Amenities,positive,Amenity spaces are a great value for the rent.,0
L00634,PR021,Austin,A,1BR,680.0,1.4,2025-11-20,1292.0,1246.0,-3.57,1,0,0.68,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00635,PR021,Austin,A,2BR,1142.0,15.1,2024-10-01,2221.0,2137.0,-3.78,0,3,1.12,Cleanliness,positive,Property is always clean and well-maintained.,1
L00636,PR021,Austin,A,1BR,743.0,14.6,2024-10-15,1415.0,1405.0,-0.68,0,1,2.33,Noise,negative,Thin walls make it hard to get any quiet.,1
L00637,PR021,Austin,A,2BR,1168.0,1.0,2025-12-02,2218.0,2338.0,5.45,2,0,1.61,Lighting,negative,Common area lighting could be improved.,1
L00638,PR021,Austin,A,1BR,733.0,1.0,2025-12-02,1366.0,1544.0,13.03,0,3,2.01,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L00639,PR021,Austin,A,2BR,1043.0,1.1,2025-11-28,1836.0,1989.0,8.35,1,2,2.73,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00640,PR021,Austin,A,1BR,744.0,20.2,2024-04-29,1375.0,1471.0,6.96,2,0,1.9,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00641,PR021,Austin,A,2BR,1107.0,12.3,2024-12-24,2149.0,2226.0,3.6,2,4,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,0
L00642,PR021,Austin,A,1BR,740.0,1.0,2025-12-02,1420.0,1382.0,-2.66,0,1,1.73,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00643,PR021,Austin,A,2BR,1111.0,9.4,2025-03-23,2106.0,2244.0,6.57,1,1,0.84,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00644,PR021,Austin,A,1BR,735.0,17.4,2024-07-21,1183.0,1350.0,14.13,0,0,3.27,Maintenance,negative,Maintenance request took 3 days to get resolved.,0
L00645,PR021,Austin,A,1BR,751.0,28.5,2023-08-21,1365.0,1403.0,2.8,0,1,1.86,Amenities,positive,Amenity spaces are a great value for the rent.,0
L00646,PR021,Austin,A,1BR,834.0,38.1,2022-11-01,1505.0,1523.0,1.2,0,2,0.87,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00647,PR021,Austin,A,2BR,1099.0,5.6,2025-07-17,1889.0,1942.0,2.82,0,0,2.03,Amenities,negative,Gym equipment has been broken for months.,1
L00648,PR021,Austin,A,2BR,1104.0,2.0,2025-10-31,2141.0,2291.0,7.0,0,0,1.55,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00649,PR021,Austin,A,1BR,695.0,3.8,2025-09-08,1123.0,1174.0,4.56,2,1,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1
L00650,PR021,Austin,A,2BR,1153.0,21.0,2024-04-04,2228.0,2419.0,8.55,0,1,2.33,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00651,PR021,Austin,A,2BR,1138.0,49.8,2021-11-10,2260.0,2347.0,3.83,1,2,1.06,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00652,PR021,Austin,A,3BR,1302.0,8.8,2025-04-09,2365.0,2431.0,2.79,0,0,2.88,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00653,PR021,Austin,A,2BR,1137.0,5.1,2025-07-30,2082.0,2189.0,5.15,1,4,1.34,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00654,PR021,Austin,A,2BR,1098.0,7.8,2025-05-08,2137.0,2165.0,1.3,0,2,2.9,Lighting,negative,Parking lot lighting is poor at night.,1
L00655,PR021,Austin,A,1BR,752.0,5.1,2025-07-31,1320.0,1487.0,12.7,2,1,1.89,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00656,PR021,Austin,A,2BR,1150.0,4.1,2025-08-28,2199.0,2378.0,8.12,1,0,2.44,Cleanliness,positive,Property is always clean and well-maintained.,1
L00657,PR021,Austin,A,2BR,1052.0,12.6,2024-12-14,1830.0,1802.0,-1.5,0,0,0.97,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00658,PR021,Austin,A,3BR,1301.0,1.0,2025-12-02,2219.0,2225.0,0.27,2,3,1.82,Cleanliness,positive,Property is always clean and well-maintained.,1
L00659,PR021,Austin,A,1BR,758.0,4.2,2025-08-27,1419.0,1516.0,6.83,2,2,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00660,PR021,Austin,A,Studio,534.0,15.2,2024-09-28,980.0,1029.0,4.92,1,4,1.34,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00661,PR021,Austin,A,Studio,545.0,1.0,2025-12-02,899.0,949.0,5.51,1,2,0.2,Cleanliness,negative,Hallways and trash areas need more attention.,1
L00662,PR021,Austin,A,2BR,1072.0,1.2,2025-11-26,2140.0,2205.0,3.04,0,1,0.32,Amenities,negative,Gym equipment has been broken for months.,0
L00663,PR021,Austin,A,3BR,1293.0,4.9,2025-08-07,2319.0,2465.0,6.28,0,2,0.57,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00664,PR021,Austin,A,Studio,586.0,29.4,2023-07-22,1111.0,1146.0,3.16,2,3,2.12,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00665,PR021,Austin,A,2BR,1021.0,20.3,2024-04-25,2060.0,2201.0,6.82,0,2,1.32,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00666,PR021,Austin,A,2BR,1083.0,1.0,2025-12-02,2022.0,2181.0,7.87,0,1,1.49,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00667,PR021,Austin,A,2BR,1122.0,9.8,2025-03-11,2222.0,2490.0,12.03,0,1,1.29,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00668,PR021,Austin,A,1BR,793.0,4.5,2025-08-18,1384.0,1404.0,1.43,2,2,2.54,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00669,PR021,Austin,A,2BR,1049.0,14.6,2024-10-13,2095.0,2178.0,3.94,0,0,1.47,Safety,negative,"Front gate has been broken, security is a concern.",0
L00670,PR021,Austin,A,Studio,471.0,17.9,2024-07-06,824.0,807.0,-2.09,0,1,1.71,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00671,PR021,Austin,A,2BR,1048.0,27.8,2023-09-09,1862.0,2107.0,13.13,1,1,0.89,Cleanliness,positive,Property is always clean and well-maintained.,1
L00672,PR021,Austin,A,1BR,782.0,9.0,2025-04-02,1314.0,1237.0,-5.0,2,3,2.61,Cleanliness,negative,Common areas are not kept clean.,1
L00673,PR021,Austin,A,1BR,774.0,72.7,2019-12-14,1447.0,1627.0,12.41,0,2,2.69,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00674,PR021,Austin,A,2BR,1116.0,54.8,2021-06-12,2132.0,2227.0,4.47,0,2,1.43,Noise,negative,Thin walls make it hard to get any quiet.,0
L00675,PR021,Austin,A,1BR,777.0,29.9,2023-07-06,1495.0,1586.0,6.09,2,2,0.88,Amenities,negative,Gym equipment has been broken for months.,1
L00676,PR021,Austin,A,1BR,800.0,12.0,2025-01-02,1346.0,1389.0,3.17,2,0,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1
L00677,PR021,Austin,A,2BR,1038.0,7.1,2025-05-31,1953.0,2034.0,4.16,1,2,0.59,Amenities,negative,Gym equipment has been broken for months.,1
L00678,PR021,Austin,A,1BR,705.0,6.3,2025-06-23,1329.0,1422.0,6.94,2,3,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00679,PR021,Austin,A,1BR,764.0,1.0,2025-12-02,1457.0,1396.0,-4.18,1,1,0.55,Cleanliness,positive,Property is always clean and well-maintained.,1
L00680,PR021,Austin,A,1BR,711.0,4.0,2025-09-02,1247.0,1256.0,0.74,0,1,1.82,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00681,PR021,Austin,A,Studio,487.0,17.8,2024-07-11,762.0,760.0,-0.23,0,0,1.41,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00682,PR021,Austin,A,1BR,796.0,13.0,2024-12-04,1527.0,1622.0,6.24,0,1,3.79,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00683,PR021,Austin,A,Studio,527.0,34.7,2023-02-10,960.0,999.0,4.02,2,0,1.09,Cleanliness,negative,Common areas are not kept clean.,0
L00684,PR022,Denver,B,1BR,766.0,1.0,2025-12-02,1285.0,1352.0,5.15,0,1,0.75,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00685,PR022,Denver,B,1BR,779.0,12.7,2024-12-11,1196.0,1250.0,4.51,2,1,1.36,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00686,PR022,Denver,B,2BR,1198.0,7.8,2025-05-09,1830.0,1932.0,5.53,0,1,1.01,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00687,PR022,Denver,B,1BR,786.0,5.6,2025-07-15,1222.0,1277.0,4.46,0,3,1.38,Amenities,negative,Pool area feels outdated and underused.,1
L00688,PR022,Denver,B,1BR,748.0,1.3,2025-11-22,1151.0,1268.0,10.21,0,0,0.86,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00689,PR022,Denver,B,2BR,1032.0,11.6,2025-01-15,1579.0,1652.0,4.62,0,0,1.63,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L00690,PR022,Denver,B,1BR,729.0,9.1,2025-03-30,1207.0,1167.0,-3.29,0,2,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00691,PR022,Denver,B,1BR,728.0,1.5,2025-11-15,1138.0,1277.0,12.15,2,0,1.35,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L00692,PR022,Denver,B,2BR,1115.0,13.3,2024-11-24,1803.0,1908.0,5.85,0,1,0.3,Cleanliness,positive,Property is always clean and well-maintained.,1
L00693,PR022,Denver,B,1BR,760.0,18.7,2024-06-11,1250.0,1263.0,1.05,2,0,2.41,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00694,PR022,Denver,B,2BR,1009.0,20.4,2024-04-21,1600.0,1563.0,-2.27,0,0,0.29,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00695,PR022,Denver,B,2BR,1056.0,33.0,2023-04-04,1542.0,1634.0,5.98,0,0,2.24,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00696,PR022,Denver,B,2BR,1127.0,7.4,2025-05-22,1606.0,1660.0,3.41,0,1,1.23,Amenities,negative,Pool area feels outdated and underused.,1
L00697,PR022,Denver,B,2BR,1099.0,42.8,2022-06-10,1719.0,1923.0,11.87,0,2,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00698,PR022,Denver,B,1BR,771.0,28.1,2023-09-01,1183.0,1210.0,2.27,0,1,0.37,Lighting,negative,Common area lighting could be improved.,1
L00699,PR022,Denver,B,2BR,1101.0,4.9,2025-08-05,1715.0,1712.0,-0.19,0,1,2.09,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00700,PR022,Denver,B,2BR,1168.0,2.4,2025-10-20,1808.0,1962.0,8.48,2,1,2.03,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00701,PR022,Denver,B,1BR,759.0,8.0,2025-05-03,1359.0,1476.0,8.63,0,1,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00702,PR022,Denver,B,1BR,736.0,7.2,2025-05-28,1049.0,1100.0,4.84,1,2,2.8,Lighting,negative,Common area lighting could be improved.,0
L00703,PR022,Denver,B,2BR,1031.0,12.0,2025-01-02,1407.0,1510.0,7.38,0,2,1.22,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00704,PR022,Denver,B,2BR,1093.0,12.3,2024-12-25,1729.0,1795.0,3.81,1,0,2.13,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00705,PR022,Denver,B,Studio,457.0,19.4,2024-05-22,692.0,727.0,5.17,0,3,0.2,Noise,negative,Thin walls make it hard to get any quiet.,1
L00706,PR022,Denver,B,2BR,1070.0,10.0,2025-03-04,1690.0,1856.0,9.82,1,3,0.79,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00707,PR022,Denver,B,Studio,515.0,1.6,2025-11-15,826.0,884.0,7.13,1,0,1.66,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00708,PR022,Denver,B,2BR,1006.0,27.4,2023-09-23,1680.0,1733.0,3.15,0,1,0.93,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00709,PR022,Denver,B,2BR,1030.0,5.2,2025-07-28,1452.0,1608.0,10.76,0,4,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00710,PR022,Denver,B,3BR,1405.0,49.7,2021-11-12,2104.0,1940.0,-5.0,0,1,1.05,Cleanliness,negative,Common areas are not kept clean.,1
L00711,PR023,Dallas,A,2BR,1027.0,9.6,2025-03-17,2030.0,2203.0,8.53,2,2,1.59,Safety,negative,"Front gate has been broken, security is a concern.",0
L00712,PR023,Dallas,A,Studio,502.0,13.2,2024-11-28,1035.0,1198.0,15.73,0,5,1.14,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00713,PR023,Dallas,A,2BR,1101.0,4.5,2025-08-18,2120.0,2057.0,-3.0,0,3,2.63,Cleanliness,negative,Hallways and trash areas need more attention.,1
L00714,PR023,Dallas,A,Studio,541.0,17.7,2024-07-14,1186.0,1228.0,3.48,0,0,0.93,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00715,PR023,Dallas,A,2BR,1141.0,12.7,2024-12-13,2176.0,2134.0,-1.9,2,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",0
L00716,PR023,Dallas,A,1BR,809.0,5.5,2025-07-18,1729.0,1935.0,11.96,2,0,3.26,Cleanliness,negative,Common areas are not kept clean.,1
L00717,PR023,Dallas,A,2BR,1076.0,1.0,2025-12-02,2177.0,2200.0,1.06,0,3,0.98,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00718,PR023,Dallas,A,1BR,795.0,19.4,2024-05-21,1614.0,1562.0,-3.22,0,1,1.36,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00719,PR023,Dallas,A,Studio,511.0,3.4,2025-09-21,901.0,966.0,7.19,0,5,2.94,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00720,PR023,Dallas,A,1BR,784.0,25.2,2023-11-28,1360.0,1534.0,12.72,2,2,2.18,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00721,PR023,Dallas,A,1BR,758.0,7.6,2025-05-14,1496.0,1605.0,7.32,1,4,3.22,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00722,PR023,Dallas,A,1BR,767.0,12.0,2024-12-31,1556.0,1634.0,5.02,1,1,2.95,Cleanliness,negative,Hallways and trash areas need more attention.,0
L00723,PR023,Dallas,A,1BR,766.0,28.9,2023-08-07,1428.0,1515.0,6.05,0,5,1.65,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00724,PR023,Dallas,A,2BR,993.0,27.9,2023-09-07,1857.0,2063.0,11.07,0,6,3.13,Amenities,positive,"Love the amenities, especially the fitness center.",0
L00725,PR023,Dallas,A,2BR,1019.0,6.5,2025-06-18,2107.0,2099.0,-0.37,0,3,2.28,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00726,PR023,Dallas,A,2BR,1086.0,3.3,2025-09-24,2244.0,2322.0,3.44,0,1,1.51,Safety,negative,"Front gate has been broken, security is a concern.",1
L00727,PR023,Dallas,A,2BR,989.0,20.9,2024-04-06,1961.0,1995.0,1.74,1,1,2.4,Noise,negative,Thin walls make it hard to get any quiet.,1
L00728,PR023,Dallas,A,1BR,781.0,7.9,2025-05-05,1635.0,1605.0,-1.84,0,1,0.8,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00729,PR023,Dallas,A,1BR,783.0,3.0,2025-10-03,1455.0,1489.0,2.36,1,0,2.94,Lighting,negative,Common area lighting could be improved.,1
L00730,PR023,Dallas,A,1BR,762.0,32.9,2023-04-08,1492.0,1634.0,9.54,0,3,2.81,Amenities,negative,Gym equipment has been broken for months.,1
L00731,PR023,Dallas,A,2BR,1019.0,3.1,2025-09-30,2241.0,2394.0,6.83,0,2,2.23,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00732,PR023,Dallas,A,1BR,802.0,1.0,2025-12-02,1610.0,1726.0,7.22,2,2,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00733,PR023,Dallas,A,Studio,573.0,1.0,2025-12-02,1155.0,1209.0,4.73,0,1,3.26,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00734,PR023,Dallas,A,2BR,1088.0,13.6,2024-11-13,2477.0,2641.0,6.62,1,2,2.55,Amenities,negative,Gym equipment has been broken for months.,1
L00735,PR023,Dallas,A,1BR,769.0,15.2,2024-09-27,1409.0,1409.0,-0.0,0,3,2.09,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L00736,PR023,Dallas,A,2BR,1091.0,5.2,2025-07-27,2286.0,2342.0,2.45,2,0,1.93,Cleanliness,negative,Common areas are not kept clean.,1
L00737,PR023,Dallas,A,2BR,1109.0,5.4,2025-07-21,2439.0,2560.0,4.96,0,3,1.57,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00738,PR023,Dallas,A,Studio,517.0,5.8,2025-07-09,1014.0,1068.0,5.39,2,3,1.76,Safety,negative,"Front gate has been broken, security is a concern.",1
L00739,PR023,Dallas,A,Studio,519.0,16.0,2024-09-03,1092.0,1153.0,5.6,1,1,2.88,Safety,negative,Parking area doesn't feel very secure at night.,0
L00740,PR024,Nashville,C,3BR,1451.0,3.5,2025-09-18,1693.0,1822.0,7.62,0,0,0.74,Cleanliness,negative,Hallways and trash areas need more attention.,1
L00741,PR024,Nashville,C,1BR,732.0,12.1,2024-12-31,970.0,1031.0,6.27,0,1,2.44,Lighting,negative,Common area lighting could be improved.,0
L00742,PR024,Nashville,C,1BR,794.0,1.0,2025-12-02,990.0,953.0,-3.74,1,0,0.2,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00743,PR024,Nashville,C,1BR,736.0,8.0,2025-05-04,893.0,933.0,4.4,0,2,0.2,Cleanliness,positive,Property is always clean and well-maintained.,0
L00744,PR024,Nashville,C,1BR,716.0,2.0,2025-11-01,938.0,983.0,4.79,1,0,1.44,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L00745,PR024,Nashville,C,2BR,1028.0,4.5,2025-08-19,1273.0,1300.0,2.1,2,0,1.17,Noise,negative,Noise from neighboring units is a constant issue.,1
L00746,PR024,Nashville,C,2BR,937.0,3.0,2025-10-03,1180.0,1245.0,5.57,0,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00747,PR024,Nashville,C,3BR,1408.0,30.0,2023-07-03,1816.0,1913.0,5.39,2,1,0.2,Cleanliness,negative,Common areas are not kept clean.,1
L00748,PR024,Nashville,C,2BR,1010.0,17.2,2024-07-27,1337.0,1384.0,3.55,0,1,2.36,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00749,PR024,Nashville,C,1BR,803.0,28.4,2023-08-22,1019.0,1009.0,-1.02,0,0,2.24,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00750,PR024,Nashville,C,2BR,1071.0,6.8,2025-06-10,1291.0,1341.0,3.87,1,1,0.2,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0
L00751,PR024,Nashville,C,2BR,996.0,5.3,2025-07-25,1379.0,1563.0,13.33,1,3,0.37,Cleanliness,positive,Property is always clean and well-maintained.,1
L00752,PR024,Nashville,C,1BR,708.0,6.7,2025-06-12,966.0,986.0,2.04,0,0,2.49,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00753,PR024,Nashville,C,Studio,525.0,1.0,2025-12-02,616.0,673.0,9.24,1,0,0.35,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00754,PR024,Nashville,C,1BR,680.0,18.1,2024-07-02,803.0,837.0,4.19,0,3,0.33,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00755,PR024,Nashville,C,2BR,1112.0,6.0,2025-07-02,1324.0,1324.0,-0.0,0,1,0.54,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00756,PR024,Nashville,C,2BR,998.0,5.3,2025-07-26,1311.0,1344.0,2.52,1,2,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00757,PR024,Nashville,C,2BR,1040.0,12.8,2024-12-09,1443.0,1500.0,3.92,0,1,0.2,Cleanliness,positive,Property is always clean and well-maintained.,0
L00758,PR024,Nashville,C,1BR,757.0,8.0,2025-05-03,918.0,985.0,7.28,0,0,1.88,Lighting,negative,Common area lighting could be improved.,1
L00759,PR024,Nashville,C,3BR,1382.0,55.4,2021-05-24,1744.0,2022.0,15.9,1,2,0.2,Noise,negative,Noise from neighboring units is a constant issue.,1
L00760,PR024,Nashville,C,1BR,780.0,6.2,2025-06-28,931.0,971.0,4.27,0,0,1.07,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00761,PR024,Nashville,C,2BR,1009.0,13.3,2024-11-22,1391.0,1361.0,-2.15,1,0,1.71,Safety,negative,Parking area doesn't feel very secure at night.,1
L00762,PR024,Nashville,C,Studio,512.0,5.2,2025-07-27,672.0,643.0,-4.27,0,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00763,PR024,Nashville,C,1BR,791.0,65.3,2020-07-25,940.0,958.0,1.89,0,3,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00764,PR024,Nashville,C,2BR,1063.0,8.2,2025-04-26,1162.0,1142.0,-1.64,2,1,2.04,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00765,PR024,Nashville,C,3BR,1370.0,14.1,2024-10-31,1819.0,1942.0,6.79,0,0,1.36,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L00766,PR024,Nashville,C,1BR,756.0,1.9,2025-11-05,913.0,975.0,6.83,1,0,0.21,Amenities,negative,Gym equipment has been broken for months.,1
L00767,PR024,Nashville,C,Studio,554.0,18.5,2024-06-18,727.0,751.0,3.27,0,1,2.03,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00768,PR024,Nashville,C,1BR,733.0,4.4,2025-08-21,932.0,1000.0,7.29,0,0,2.03,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00769,PR024,Nashville,C,Studio,484.0,8.3,2025-04-23,538.0,562.0,4.32,0,0,1.09,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00770,PR024,Nashville,C,1BR,714.0,30.1,2023-07-03,849.0,962.0,13.34,2,1,0.2,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L00771,PR024,Nashville,C,2BR,1090.0,49.4,2021-11-23,1334.0,1429.0,7.13,1,1,0.41,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0
L00772,PR024,Nashville,C,3BR,1244.0,7.7,2025-05-11,1492.0,1619.0,8.48,0,0,1.11,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00773,PR024,Nashville,C,Studio,506.0,25.2,2023-11-27,637.0,616.0,-3.24,2,1,0.64,Amenities,negative,Pool area feels outdated and underused.,1
L00774,PR024,Nashville,C,2BR,1084.0,1.0,2025-12-02,1388.0,1362.0,-1.86,0,1,1.76,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00775,PR024,Nashville,C,1BR,721.0,26.3,2023-10-24,998.0,1062.0,6.39,2,0,0.2,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1
L00776,PR024,Nashville,C,1BR,762.0,13.9,2024-11-05,980.0,943.0,-3.75,1,0,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1
L00777,PR025,Charlotte,A,Studio,519.0,2.0,2025-11-03,1046.0,1132.0,8.21,0,2,2.34,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00778,PR025,Charlotte,A,2BR,1061.0,1.2,2025-11-26,1990.0,2001.0,0.54,2,4,2.9,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1
L00779,PR025,Charlotte,A,2BR,1052.0,1.0,2025-12-02,1999.0,2035.0,1.82,2,2,3.65,Amenities,negative,Gym equipment has been broken for months.,0
L00780,PR025,Charlotte,A,Studio,507.0,13.9,2024-11-06,991.0,1032.0,4.05,1,6,1.79,Maintenance,negative,Maintenance request took 1 days to get resolved.,0
L00781,PR025,Charlotte,A,1BR,787.0,13.9,2024-11-05,1570.0,1621.0,3.27,0,3,1.25,Safety,negative,Parking area doesn't feel very secure at night.,1
L00782,PR025,Charlotte,A,Studio,530.0,60.7,2020-12-13,1120.0,1151.0,2.8,0,2,1.6,Lighting,negative,Common area lighting could be improved.,1
L00783,PR025,Charlotte,A,2BR,988.0,7.1,2025-05-30,1818.0,1811.0,-0.36,1,3,0.92,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00784,PR025,Charlotte,A,2BR,1128.0,5.6,2025-07-14,2266.0,2177.0,-3.93,0,1,2.76,Cleanliness,negative,Common areas are not kept clean.,1
L00785,PR025,Charlotte,A,2BR,1108.0,13.7,2024-11-11,2218.0,2376.0,7.16,0,3,4.11,Lighting,negative,Parking lot lighting is poor at night.,0
L00786,PR025,Charlotte,A,3BR,1381.0,24.5,2023-12-20,2231.0,2378.0,6.6,0,1,1.28,Amenities,negative,Pool area feels outdated and underused.,1
