lease_id,property_id,market,property_class,unit_type,unit_sqft,tenure_months,lease_start_date,current_rent,market_rent,rent_increase_offered_pct,concession_months,maintenance_requests_count,maintenance_avg_response_days,feedback_theme,feedback_sentiment,feedback_text,renewed,occupancy_pct,same_property_noi_growth_pct,renewal_probability,renewal_risk_tier
L00656,PR021,Austin,A,2BR,1150.0,4.1,2025-08-28,2199.0,2378.0,8.12,1,0,2.44,Cleanliness,positive,Property is always clean and well-maintained.,1,93.6,0.88,0.4102,Uncertain
L00657,PR021,Austin,A,2BR,1052.0,12.6,2024-12-14,1830.0,1802.0,-1.5,0,0,0.97,Management Responsiveness,positive,Management team is responsive and easy to work with.,0,93.6,0.88,0.5573,Uncertain
L00658,PR021,Austin,A,3BR,1301.0,1.0,2025-12-02,2219.0,2225.0,0.27,2,3,1.82,Cleanliness,positive,Property is always clean and well-maintained.,1,93.6,0.88,0.6015,Likely to Renew
L00659,PR021,Austin,A,1BR,758.0,4.2,2025-08-27,1419.0,1516.0,6.83,2,2,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,93.6,0.88,0.4097,Uncertain
L00660,PR021,Austin,A,Studio,534.0,15.2,2024-09-28,980.0,1029.0,4.92,1,4,1.34,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,93.6,0.88,0.4246,Uncertain
L00661,PR021,Austin,A,Studio,545.0,1.0,2025-12-02,899.0,949.0,5.51,1,2,0.2,Cleanliness,negative,Hallways and trash areas need more attention.,1,93.6,0.88,0.5404,Uncertain
L00662,PR021,Austin,A,2BR,1072.0,1.2,2025-11-26,2140.0,2205.0,3.04,0,1,0.32,Amenities,negative,Gym equipment has been broken for months.,0,93.6,0.88,0.5289,Uncertain
L00663,PR021,Austin,A,3BR,1293.0,4.9,2025-08-07,2319.0,2465.0,6.28,0,2,0.57,Noise,positive,"Building is quiet, never had a noise complaint.",1,93.6,0.88,0.5018,Uncertain
L00664,PR021,Austin,A,Studio,586.0,29.4,2023-07-22,1111.0,1146.0,3.16,2,3,2.12,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,93.6,0.88,0.6188,Likely to Renew
L00665,PR021,Austin,A,2BR,1021.0,20.3,2024-04-25,2060.0,2201.0,6.82,0,2,1.32,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,93.6,0.88,0.4089,Uncertain
L00666,PR021,Austin,A,2BR,1083.0,1.0,2025-12-02,2022.0,2181.0,7.87,0,1,1.49,Maintenance,positive,Quick turnaround on my maintenance request.,1,93.6,0.88,0.4408,Uncertain
L00667,PR021,Austin,A,2BR,1122.0,9.8,2025-03-11,2222.0,2490.0,12.03,0,1,1.29,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,93.6,0.88,0.3095,High Renewal Risk
L00668,PR021,Austin,A,1BR,793.0,4.5,2025-08-18,1384.0,1404.0,1.43,2,2,2.54,Management Responsiveness,negative,Hard to get a response from the leasing office.,0,93.6,0.88,0.6378,Likely to Renew
L00669,PR021,Austin,A,2BR,1049.0,14.6,2024-10-13,2095.0,2178.0,3.94,0,0,1.47,Safety,negative,"Front gate has been broken, security is a concern.",0,93.6,0.88,0.464,Uncertain
L00670,PR021,Austin,A,Studio,471.0,17.9,2024-07-06,824.0,807.0,-2.09,0,1,1.71,Amenities,positive,Amenity spaces are a great value for the rent.,1,93.6,0.88,0.6598,Likely to Renew
L00671,PR021,Austin,A,2BR,1048.0,27.8,2023-09-09,1862.0,2107.0,13.13,1,1,0.89,Cleanliness,positive,Property is always clean and well-maintained.,1,93.6,0.88,0.4113,Uncertain
L00672,PR021,Austin,A,1BR,782.0,9.0,2025-04-02,1314.0,1237.0,-5.0,2,3,2.61,Cleanliness,negative,Common areas are not kept clean.,1,93.6,0.88,0.7025,Likely to Renew
L00673,PR021,Austin,A,1BR,774.0,72.7,2019-12-14,1447.0,1627.0,12.41,0,2,2.69,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,93.6,0.88,0.3124,High Renewal Risk
L00674,PR021,Austin,A,2BR,1116.0,54.8,2021-06-12,2132.0,2227.0,4.47,0,2,1.43,Noise,negative,Thin walls make it hard to get any quiet.,0,93.6,0.88,0.4624,Uncertain
L00675,PR021,Austin,A,1BR,777.0,29.9,2023-07-06,1495.0,1586.0,6.09,2,2,0.88,Amenities,negative,Gym equipment has been broken for months.,1,93.6,0.88,0.493,Uncertain
L00676,PR021,Austin,A,1BR,800.0,12.0,2025-01-02,1346.0,1389.0,3.17,2,0,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1,93.6,0.88,0.6441,Likely to Renew
L00677,PR021,Austin,A,2BR,1038.0,7.1,2025-05-31,1953.0,2034.0,4.16,1,2,0.59,Amenities,negative,Gym equipment has been broken for months.,1,93.6,0.88,0.5471,Uncertain
L00678,PR021,Austin,A,1BR,705.0,6.3,2025-06-23,1329.0,1422.0,6.94,2,3,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1,93.6,0.88,0.5082,Uncertain
L00679,PR021,Austin,A,1BR,764.0,1.0,2025-12-02,1457.0,1396.0,-4.18,1,1,0.55,Cleanliness,positive,Property is always clean and well-maintained.,1,93.6,0.88,0.6933,Likely to Renew
L00680,PR021,Austin,A,1BR,711.0,4.0,2025-09-02,1247.0,1256.0,0.74,0,1,1.82,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,93.6,0.88,0.5482,Uncertain
L00681,PR021,Austin,A,Studio,487.0,17.8,2024-07-11,762.0,760.0,-0.23,0,0,1.41,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,93.6,0.88,0.6391,Likely to Renew
L00682,PR021,Austin,A,1BR,796.0,13.0,2024-12-04,1527.0,1622.0,6.24,0,1,3.79,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,93.6,0.88,0.4294,Uncertain
L00683,PR021,Austin,A,Studio,527.0,34.7,2023-02-10,960.0,999.0,4.02,2,0,1.09,Cleanliness,negative,Common areas are not kept clean.,0,93.6,0.88,0.493,Uncertain
L00684,PR022,Denver,B,1BR,766.0,1.0,2025-12-02,1285.0,1352.0,5.15,0,1,0.75,Management Responsiveness,negative,Hard to get a response from the leasing office.,0,91.9,2.89,0.5552,Uncertain
L00685,PR022,Denver,B,1BR,779.0,12.7,2024-12-11,1196.0,1250.0,4.51,2,1,1.36,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,91.9,2.89,0.5553,Uncertain
L00686,PR022,Denver,B,2BR,1198.0,7.8,2025-05-09,1830.0,1932.0,5.53,0,1,1.01,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,91.9,2.89,0.551,Uncertain
L00687,PR022,Denver,B,1BR,786.0,5.6,2025-07-15,1222.0,1277.0,4.46,0,3,1.38,Amenities,negative,Pool area feels outdated and underused.,1,91.9,2.89,0.5233,Uncertain
L00688,PR022,Denver,B,1BR,748.0,1.3,2025-11-22,1151.0,1268.0,10.21,0,0,0.86,Noise,positive,"Building is quiet, never had a noise complaint.",0,91.9,2.89,0.2647,High Renewal Risk
L00689,PR022,Denver,B,2BR,1032.0,11.6,2025-01-15,1579.0,1652.0,4.62,0,0,1.63,Maintenance,negative,Maintenance request took 1 days to get resolved.,1,91.9,2.89,0.5216,Uncertain
L00690,PR022,Denver,B,1BR,729.0,9.1,2025-03-30,1207.0,1167.0,-3.29,0,2,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,2.89,0.7431,Likely to Renew
L00691,PR022,Denver,B,1BR,728.0,1.5,2025-11-15,1138.0,1277.0,12.15,2,0,1.35,Maintenance,negative,Maintenance team is slow to respond to requests.,0,91.9,2.89,0.2538,High Renewal Risk
L00692,PR022,Denver,B,2BR,1115.0,13.3,2024-11-24,1803.0,1908.0,5.85,0,1,0.3,Cleanliness,positive,Property is always clean and well-maintained.,1,91.9,2.89,0.5834,Uncertain
L00693,PR022,Denver,B,1BR,760.0,18.7,2024-06-11,1250.0,1263.0,1.05,2,0,2.41,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0,91.9,2.89,0.5977,Uncertain
L00694,PR022,Denver,B,2BR,1009.0,20.4,2024-04-21,1600.0,1563.0,-2.27,0,0,0.29,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,91.9,2.89,0.6895,Likely to Renew
L00695,PR022,Denver,B,2BR,1056.0,33.0,2023-04-04,1542.0,1634.0,5.98,0,0,2.24,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,91.9,2.89,0.5275,Uncertain
L00696,PR022,Denver,B,2BR,1127.0,7.4,2025-05-22,1606.0,1660.0,3.41,0,1,1.23,Amenities,negative,Pool area feels outdated and underused.,1,91.9,2.89,0.6008,Likely to Renew
L00697,PR022,Denver,B,2BR,1099.0,42.8,2022-06-10,1719.0,1923.0,11.87,0,2,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,91.9,2.89,0.3852,High Renewal Risk
L00698,PR022,Denver,B,1BR,771.0,28.1,2023-09-01,1183.0,1210.0,2.27,0,1,0.37,Lighting,negative,Common area lighting could be improved.,1,91.9,2.89,0.7149,Likely to Renew
L00699,PR022,Denver,B,2BR,1101.0,4.9,2025-08-05,1715.0,1712.0,-0.19,0,1,2.09,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,2.89,0.638,Likely to Renew
L00700,PR022,Denver,B,2BR,1168.0,2.4,2025-10-20,1808.0,1962.0,8.48,2,1,2.03,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,2.89,0.4592,Uncertain
L00701,PR022,Denver,B,1BR,759.0,8.0,2025-05-03,1359.0,1476.0,8.63,0,1,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,2.89,0.466,Uncertain
L00702,PR022,Denver,B,1BR,736.0,7.2,2025-05-28,1049.0,1100.0,4.84,1,2,2.8,Lighting,negative,Common area lighting could be improved.,0,91.9,2.89,0.5275,Uncertain
L00703,PR022,Denver,B,2BR,1031.0,12.0,2025-01-02,1407.0,1510.0,7.38,0,2,1.22,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,91.9,2.89,0.4072,Uncertain
L00704,PR022,Denver,B,2BR,1093.0,12.3,2024-12-25,1729.0,1795.0,3.81,1,0,2.13,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,91.9,2.89,0.5894,Uncertain
L00705,PR022,Denver,B,Studio,457.0,19.4,2024-05-22,692.0,727.0,5.17,0,3,0.2,Noise,negative,Thin walls make it hard to get any quiet.,1,91.9,2.89,0.6663,Likely to Renew
L00706,PR022,Denver,B,2BR,1070.0,10.0,2025-03-04,1690.0,1856.0,9.82,1,3,0.79,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0,91.9,2.89,0.3358,High Renewal Risk
L00707,PR022,Denver,B,Studio,515.0,1.6,2025-11-15,826.0,884.0,7.13,1,0,1.66,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,91.9,2.89,0.4252,Uncertain
L00708,PR022,Denver,B,2BR,1006.0,27.4,2023-09-23,1680.0,1733.0,3.15,0,1,0.93,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,91.9,2.89,0.5627,Uncertain
L00709,PR022,Denver,B,2BR,1030.0,5.2,2025-07-28,1452.0,1608.0,10.76,0,4,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,91.9,2.89,0.3027,High Renewal Risk
L00710,PR022,Denver,B,3BR,1405.0,49.7,2021-11-12,2104.0,1940.0,-5.0,0,1,1.05,Cleanliness,negative,Common areas are not kept clean.,1,91.9,2.89,0.7523,Likely to Renew
L00711,PR023,Dallas,A,2BR,1027.0,9.6,2025-03-17,2030.0,2203.0,8.53,2,2,1.59,Safety,negative,"Front gate has been broken, security is a concern.",0,87.7,-3.41,0.3729,High Renewal Risk
L00712,PR023,Dallas,A,Studio,502.0,13.2,2024-11-28,1035.0,1198.0,15.73,0,5,1.14,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,87.7,-3.41,0.3934,High Renewal Risk
L00713,PR023,Dallas,A,2BR,1101.0,4.5,2025-08-18,2120.0,2057.0,-3.0,0,3,2.63,Cleanliness,negative,Hallways and trash areas need more attention.,1,87.7,-3.41,0.6556,Likely to Renew
L00714,PR023,Dallas,A,Studio,541.0,17.7,2024-07-14,1186.0,1228.0,3.48,0,0,0.93,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,87.7,-3.41,0.6456,Likely to Renew
L00715,PR023,Dallas,A,2BR,1141.0,12.7,2024-12-13,2176.0,2134.0,-1.9,2,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",0,87.7,-3.41,0.6106,Likely to Renew
L00716,PR023,Dallas,A,1BR,809.0,5.5,2025-07-18,1729.0,1935.0,11.96,2,0,3.26,Cleanliness,negative,Common areas are not kept clean.,1,87.7,-3.41,0.3447,High Renewal Risk
L00717,PR023,Dallas,A,2BR,1076.0,1.0,2025-12-02,2177.0,2200.0,1.06,0,3,0.98,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,87.7,-3.41,0.5912,Uncertain
L00718,PR023,Dallas,A,1BR,795.0,19.4,2024-05-21,1614.0,1562.0,-3.22,0,1,1.36,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,87.7,-3.41,0.6564,Likely to Renew
L00719,PR023,Dallas,A,Studio,511.0,3.4,2025-09-21,901.0,966.0,7.19,0,5,2.94,Noise,positive,"Building is quiet, never had a noise complaint.",1,87.7,-3.41,0.4991,Uncertain
L00720,PR023,Dallas,A,1BR,784.0,25.2,2023-11-28,1360.0,1534.0,12.72,2,2,2.18,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,87.7,-3.41,0.404,Uncertain
L00721,PR023,Dallas,A,1BR,758.0,7.6,2025-05-14,1496.0,1605.0,7.32,1,4,3.22,Noise,positive,"Building is quiet, never had a noise complaint.",1,87.7,-3.41,0.4308,Uncertain
L00722,PR023,Dallas,A,1BR,767.0,12.0,2024-12-31,1556.0,1634.0,5.02,1,1,2.95,Cleanliness,negative,Hallways and trash areas need more attention.,0,87.7,-3.41,0.4394,Uncertain
L00723,PR023,Dallas,A,1BR,766.0,28.9,2023-08-07,1428.0,1515.0,6.05,0,5,1.65,Management Responsiveness,negative,Hard to get a response from the leasing office.,0,87.7,-3.41,0.4038,Uncertain
L00724,PR023,Dallas,A,2BR,993.0,27.9,2023-09-07,1857.0,2063.0,11.07,0,6,3.13,Amenities,positive,"Love the amenities, especially the fitness center.",0,87.7,-3.41,0.2892,High Renewal Risk
L00725,PR023,Dallas,A,2BR,1019.0,6.5,2025-06-18,2107.0,2099.0,-0.37,0,3,2.28,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,87.7,-3.41,0.6705,Likely to Renew
L00726,PR023,Dallas,A,2BR,1086.0,3.3,2025-09-24,2244.0,2322.0,3.44,0,1,1.51,Safety,negative,"Front gate has been broken, security is a concern.",1,87.7,-3.41,0.5363,Uncertain
L00727,PR023,Dallas,A,2BR,989.0,20.9,2024-04-06,1961.0,1995.0,1.74,1,1,2.4,Noise,negative,Thin walls make it hard to get any quiet.,1,87.7,-3.41,0.6618,Likely to Renew
L00728,PR023,Dallas,A,1BR,781.0,7.9,2025-05-05,1635.0,1605.0,-1.84,0,1,0.8,Noise,positive,"Building is quiet, never had a noise complaint.",1,87.7,-3.41,0.6402,Likely to Renew
L00729,PR023,Dallas,A,1BR,783.0,3.0,2025-10-03,1455.0,1489.0,2.36,1,0,2.94,Lighting,negative,Common area lighting could be improved.,1,87.7,-3.41,0.6374,Likely to Renew
L00730,PR023,Dallas,A,1BR,762.0,32.9,2023-04-08,1492.0,1634.0,9.54,0,3,2.81,Amenities,negative,Gym equipment has been broken for months.,1,87.7,-3.41,0.3714,High Renewal Risk
L00731,PR023,Dallas,A,2BR,1019.0,3.1,2025-09-30,2241.0,2394.0,6.83,0,2,2.23,Noise,positive,"Building is quiet, never had a noise complaint.",1,87.7,-3.41,0.5403,Uncertain
L00732,PR023,Dallas,A,1BR,802.0,1.0,2025-12-02,1610.0,1726.0,7.22,2,2,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,87.7,-3.41,0.5131,Uncertain
L00733,PR023,Dallas,A,Studio,573.0,1.0,2025-12-02,1155.0,1209.0,4.73,0,1,3.26,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,87.7,-3.41,0.5961,Uncertain
L00734,PR023,Dallas,A,2BR,1088.0,13.6,2024-11-13,2477.0,2641.0,6.62,1,2,2.55,Amenities,negative,Gym equipment has been broken for months.,1,87.7,-3.41,0.4901,Uncertain
L00735,PR023,Dallas,A,1BR,769.0,15.2,2024-09-27,1409.0,1409.0,-0.0,0,3,2.09,Management Responsiveness,negative,Hard to get a response from the leasing office.,1,87.7,-3.41,0.695,Likely to Renew
L00736,PR023,Dallas,A,2BR,1091.0,5.2,2025-07-27,2286.0,2342.0,2.45,2,0,1.93,Cleanliness,negative,Common areas are not kept clean.,1,87.7,-3.41,0.6379,Likely to Renew
L00737,PR023,Dallas,A,2BR,1109.0,5.4,2025-07-21,2439.0,2560.0,4.96,0,3,1.57,Management Responsiveness,positive,Management team is responsive and easy to work with.,0,87.7,-3.41,0.4614,Uncertain
L00738,PR023,Dallas,A,Studio,517.0,5.8,2025-07-09,1014.0,1068.0,5.39,2,3,1.76,Safety,negative,"Front gate has been broken, security is a concern.",1,87.7,-3.41,0.5125,Uncertain
L00739,PR023,Dallas,A,Studio,519.0,16.0,2024-09-03,1092.0,1153.0,5.6,1,1,2.88,Safety,negative,Parking area doesn't feel very secure at night.,0,87.7,-3.41,0.4402,Uncertain
L00740,PR024,Nashville,C,3BR,1451.0,3.5,2025-09-18,1693.0,1822.0,7.62,0,0,0.74,Cleanliness,negative,Hallways and trash areas need more attention.,1,88.9,5.86,0.549,Uncertain
L00741,PR024,Nashville,C,1BR,732.0,12.1,2024-12-31,970.0,1031.0,6.27,0,1,2.44,Lighting,negative,Common area lighting could be improved.,0,88.9,5.86,0.4917,Uncertain
L00742,PR024,Nashville,C,1BR,794.0,1.0,2025-12-02,990.0,953.0,-3.74,1,0,0.2,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,88.9,5.86,0.7058,Likely to Renew
L00743,PR024,Nashville,C,1BR,736.0,8.0,2025-05-04,893.0,933.0,4.4,0,2,0.2,Cleanliness,positive,Property is always clean and well-maintained.,0,88.9,5.86,0.5667,Uncertain
L00744,PR024,Nashville,C,1BR,716.0,2.0,2025-11-01,938.0,983.0,4.79,1,0,1.44,Maintenance,negative,Maintenance team is slow to respond to requests.,0,88.9,5.86,0.4557,Uncertain
L00745,PR024,Nashville,C,2BR,1028.0,4.5,2025-08-19,1273.0,1300.0,2.1,2,0,1.17,Noise,negative,Noise from neighboring units is a constant issue.,1,88.9,5.86,0.6284,Likely to Renew
L00746,PR024,Nashville,C,2BR,937.0,3.0,2025-10-03,1180.0,1245.0,5.57,0,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1,88.9,5.86,0.5493,Uncertain
L00747,PR024,Nashville,C,3BR,1408.0,30.0,2023-07-03,1816.0,1913.0,5.39,2,1,0.2,Cleanliness,negative,Common areas are not kept clean.,1,88.9,5.86,0.6422,Likely to Renew
L00748,PR024,Nashville,C,2BR,1010.0,17.2,2024-07-27,1337.0,1384.0,3.55,0,1,2.36,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,88.9,5.86,0.6623,Likely to Renew
L00749,PR024,Nashville,C,1BR,803.0,28.4,2023-08-22,1019.0,1009.0,-1.02,0,0,2.24,Amenities,positive,"Love the amenities, especially the fitness center.",1,88.9,5.86,0.6948,Likely to Renew
L00750,PR024,Nashville,C,2BR,1071.0,6.8,2025-06-10,1291.0,1341.0,3.87,1,1,0.2,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0,88.9,5.86,0.5385,Uncertain
L00751,PR024,Nashville,C,2BR,996.0,5.3,2025-07-25,1379.0,1563.0,13.33,1,3,0.37,Cleanliness,positive,Property is always clean and well-maintained.,1,88.9,5.86,0.4667,Uncertain
L00752,PR024,Nashville,C,1BR,708.0,6.7,2025-06-12,966.0,986.0,2.04,0,0,2.49,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,88.9,5.86,0.6748,Likely to Renew
L00753,PR024,Nashville,C,Studio,525.0,1.0,2025-12-02,616.0,673.0,9.24,1,0,0.35,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,88.9,5.86,0.3844,High Renewal Risk
L00754,PR024,Nashville,C,1BR,680.0,18.1,2024-07-02,803.0,837.0,4.19,0,3,0.33,Noise,positive,"Building is quiet, never had a noise complaint.",1,88.9,5.86,0.6176,Likely to Renew
L00755,PR024,Nashville,C,2BR,1112.0,6.0,2025-07-02,1324.0,1324.0,-0.0,0,1,0.54,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,88.9,5.86,0.6684,Likely to Renew
L00756,PR024,Nashville,C,2BR,998.0,5.3,2025-07-26,1311.0,1344.0,2.52,1,2,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,88.9,5.86,0.6241,Likely to Renew
L00757,PR024,Nashville,C,2BR,1040.0,12.8,2024-12-09,1443.0,1500.0,3.92,0,1,0.2,Cleanliness,positive,Property is always clean and well-maintained.,0,88.9,5.86,0.5323,Uncertain
L00758,PR024,Nashville,C,1BR,757.0,8.0,2025-05-03,918.0,985.0,7.28,0,0,1.88,Lighting,negative,Common area lighting could be improved.,1,88.9,5.86,0.5387,Uncertain
L00759,PR024,Nashville,C,3BR,1382.0,55.4,2021-05-24,1744.0,2022.0,15.9,1,2,0.2,Noise,negative,Noise from neighboring units is a constant issue.,1,88.9,5.86,0.51,Uncertain
L00760,PR024,Nashville,C,1BR,780.0,6.2,2025-06-28,931.0,971.0,4.27,0,0,1.07,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,88.9,5.86,0.6064,Likely to Renew
L00761,PR024,Nashville,C,2BR,1009.0,13.3,2024-11-22,1391.0,1361.0,-2.15,1,0,1.71,Safety,negative,Parking area doesn't feel very secure at night.,1,88.9,5.86,0.7046,Likely to Renew
L00762,PR024,Nashville,C,Studio,512.0,5.2,2025-07-27,672.0,643.0,-4.27,0,1,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1,88.9,5.86,0.6999,Likely to Renew
L00763,PR024,Nashville,C,1BR,791.0,65.3,2020-07-25,940.0,958.0,1.89,0,3,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,88.9,5.86,0.719,Likely to Renew
L00764,PR024,Nashville,C,2BR,1063.0,8.2,2025-04-26,1162.0,1142.0,-1.64,2,1,2.04,Noise,positive,"Building is quiet, never had a noise complaint.",1,88.9,5.86,0.7455,Likely to Renew
L00765,PR024,Nashville,C,3BR,1370.0,14.1,2024-10-31,1819.0,1942.0,6.79,0,0,1.36,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,88.9,5.86,0.5395,Uncertain
L00766,PR024,Nashville,C,1BR,756.0,1.9,2025-11-05,913.0,975.0,6.83,1,0,0.21,Amenities,negative,Gym equipment has been broken for months.,1,88.9,5.86,0.5255,Uncertain
L00767,PR024,Nashville,C,Studio,554.0,18.5,2024-06-18,727.0,751.0,3.27,0,1,2.03,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,88.9,5.86,0.7257,Likely to Renew
L00768,PR024,Nashville,C,1BR,733.0,4.4,2025-08-21,932.0,1000.0,7.29,0,0,2.03,Management Responsiveness,positive,Management team is responsive and easy to work with.,0,88.9,5.86,0.5155,Uncertain
L00769,PR024,Nashville,C,Studio,484.0,8.3,2025-04-23,538.0,562.0,4.32,0,0,1.09,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,88.9,5.86,0.615,Likely to Renew
L00770,PR024,Nashville,C,1BR,714.0,30.1,2023-07-03,849.0,962.0,13.34,2,1,0.2,Maintenance,negative,Maintenance team is slow to respond to requests.,0,88.9,5.86,0.4257,Uncertain
L00771,PR024,Nashville,C,2BR,1090.0,49.4,2021-11-23,1334.0,1429.0,7.13,1,1,0.41,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0,88.9,5.86,0.4675,Uncertain
L00772,PR024,Nashville,C,3BR,1244.0,7.7,2025-05-11,1492.0,1619.0,8.48,0,0,1.11,Amenities,positive,Amenity spaces are a great value for the rent.,1,88.9,5.86,0.5757,Uncertain
L00773,PR024,Nashville,C,Studio,506.0,25.2,2023-11-27,637.0,616.0,-3.24,2,1,0.64,Amenities,negative,Pool area feels outdated and underused.,1,88.9,5.86,0.7208,Likely to Renew
L00774,PR024,Nashville,C,2BR,1084.0,1.0,2025-12-02,1388.0,1362.0,-1.86,0,1,1.76,Amenities,positive,Amenity spaces are a great value for the rent.,1,88.9,5.86,0.6969,Likely to Renew
L00775,PR024,Nashville,C,1BR,721.0,26.3,2023-10-24,998.0,1062.0,6.39,2,0,0.2,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1,88.9,5.86,0.5781,Uncertain
L00776,PR024,Nashville,C,1BR,762.0,13.9,2024-11-05,980.0,943.0,-3.75,1,0,0.2,Safety,negative,Parking area doesn't feel very secure at night.,1,88.9,5.86,0.7347,Likely to Renew
L00777,PR025,Charlotte,A,Studio,519.0,2.0,2025-11-03,1046.0,1132.0,8.21,0,2,2.34,Amenities,positive,Amenity spaces are a great value for the rent.,1,98.4,-1.74,0.5091,Uncertain
L00778,PR025,Charlotte,A,2BR,1061.0,1.2,2025-11-26,1990.0,2001.0,0.54,2,4,2.9,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1,98.4,-1.74,0.5319,Uncertain
L00779,PR025,Charlotte,A,2BR,1052.0,1.0,2025-12-02,1999.0,2035.0,1.82,2,2,3.65,Amenities,negative,Gym equipment has been broken for months.,0,98.4,-1.74,0.4702,Uncertain
L00780,PR025,Charlotte,A,Studio,507.0,13.9,2024-11-06,991.0,1032.0,4.05,1,6,1.79,Maintenance,negative,Maintenance request took 1 days to get resolved.,0,98.4,-1.74,0.4666,Uncertain
L00781,PR025,Charlotte,A,1BR,787.0,13.9,2024-11-05,1570.0,1621.0,3.27,0,3,1.25,Safety,negative,Parking area doesn't feel very secure at night.,1,98.4,-1.74,0.6073,Likely to Renew
L00782,PR025,Charlotte,A,Studio,530.0,60.7,2020-12-13,1120.0,1151.0,2.8,0,2,1.6,Lighting,negative,Common area lighting could be improved.,1,98.4,-1.74,0.6704,Likely to Renew
L00783,PR025,Charlotte,A,2BR,988.0,7.1,2025-05-30,1818.0,1811.0,-0.36,1,3,0.92,Noise,positive,"Building is quiet, never had a noise complaint.",0,98.4,-1.74,0.6522,Likely to Renew
L00784,PR025,Charlotte,A,2BR,1128.0,5.6,2025-07-14,2266.0,2177.0,-3.93,0,1,2.76,Cleanliness,negative,Common areas are not kept clean.,1,98.4,-1.74,0.6823,Likely to Renew
L00785,PR025,Charlotte,A,2BR,1108.0,13.7,2024-11-11,2218.0,2376.0,7.16,0,3,4.11,Lighting,negative,Parking lot lighting is poor at night.,0,98.4,-1.74,0.4266,Uncertain
L00786,PR025,Charlotte,A,3BR,1381.0,24.5,2023-12-20,2231.0,2378.0,6.6,0,1,1.28,Amenities,negative,Pool area feels outdated and underused.,1,98.4,-1.74,0.5733,Uncertain
L00787,PR025,Charlotte,A,Studio,543.0,38.7,2022-10-14,991.0,1000.0,0.93,0,3,0.78,Amenities,positive,Amenity spaces are a great value for the rent.,0,98.4,-1.74,0.6876,Likely to Renew
L00788,PR025,Charlotte,A,3BR,1351.0,22.8,2024-02-10,2394.0,2535.0,5.89,0,2,2.98,Safety,negative,Parking area doesn't feel very secure at night.,1,98.4,-1.74,0.5761,Uncertain
